ID,Category,Frage,Antwort1,Antwort2,Antwort3,Antwort4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,RichtigeAnt1,CorrectAns2,CorrectAns3
1199,MANAGEMENT & SUPPORT PROCESS,Wie lang ist der normale Garantiezeitraum in Europa?,12 Monate,24 Monate,36 Monate,48 Monate,NIL,NIL,NIL,NIL,NIL,NIL,24 Monate,NIL,NIL
1200,MANAGEMENT & SUPPORT PROCESS,Was wird im SPIRIT-Projekt verwaltet? ,Mitarbeitermotivation ,Neue Technologien ,SAP-Angleichung,Continental-Werte –,NIL,NIL,NIL,NIL,NIL,NIL,SAP-Angleichung,NIL,NIL
1201,SUPPLIER MANAGEMENT,Wofür steht „OEE“?,Order Electronical Enquiry,Output Efficiency Estimation,Overall Equipment Effectiveness,Old English Etiquette,NIL,NIL,NIL,NIL,NIL,NIL,Overall Equipment Effectiveness,NIL,NIL
1202,SUPPLIER MANAGEMENT,"Folgendes gehört zu den 5 grundsätzlichen Leistungszielen bei jedem Vorgang, außer:",Qualität,Schnelligkeit,Produktivität,Zuverlässigkeit,NIL,NIL,NIL,NIL,NIL,NIL,Produktivität,NIL,NIL
1203,SUPPLIER MANAGEMENT,"Folgendes gehört zu den 5 grundsätzlichen Leistungszielen bei jedem Vorgang, außer:",Flexibilität,Qualität,Kosten,Bestände,NIL,NIL,NIL,NIL,NIL,NIL,Bestände,NIL,NIL
1204,SUPPLIER MANAGEMENT,"Folgendes gehört zu den 5 grundsätzlichen Leistungszielen bei jedem Vorgang, außer:",Schnelligkeit,Bestand,Flexibilität,Kosten,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
1205,SUPPLIER MANAGEMENT,Wofür steht „QR“ in „QR-Code“?,Quick Response,Qualitätsbericht,Question Response,Quantitative Aussage,NIL,NIL,NIL,NIL,NIL,NIL,Quick Response,NIL,NIL
1206,SUPPLIER MANAGEMENT,Was ist der „8D-Bericht“?,Projektmanagementtechnik,Team-Building-Methode,Produktabnahmeplan,Problemlösungsansatz,NIL,NIL,NIL,NIL,NIL,NIL,Problemlösungsansatz,NIL,NIL
1207,SUPPLIER MANAGEMENT,Worauf beruht der „8D-Report“?,8 Disziplinen der Problemlösung,8-Tage-Fortschrittszeitraum,8 Disziplinen der Finanzbuchhaltung,8 Grundsätze der Gefahr,NIL,NIL,NIL,NIL,NIL,NIL,8 Disziplinen der Problemlösung,NIL,NIL
1208,SUPPLIER MANAGEMENT,Wofür steht „S“ in der FMEA?,Scandal (Skandal),Unterstützen,Schweregrad,Sickness (Krankheit),NIL,NIL,NIL,NIL,NIL,NIL,Schweregrad,NIL,NIL
1209,SUPPLIER MANAGEMENT,Wofür steht „O“ in der FMEA?,Otrokovice,Auftreten,Outside (Außerhalb),Overall (Gesamt),NIL,NIL,NIL,NIL,NIL,NIL,Auftreten,NIL,NIL
1210,SUPPLIER MANAGEMENT,Was ist das Hauptziel der FMEA?,Risiken identifizieren,Kundenanforderungen erfüllen,Praktikanten langweilige Aufgaben geben,Keines der Vorstehenden,NIL,NIL,NIL,NIL,NIL,NIL,Risiken identifizieren,NIL,NIL
1211,SUPPLIER MANAGEMENT,Wie lautet die Definition von Nichtkonformität?,Nichterfüllung einer dokumentierten Anforderung,Jede Abweichung laut Ansicht der Qualitätsabteilung,Jede Dimensionsabweichung,"Materialmangel,",NIL,NIL,NIL,NIL,NIL,NIL,Nichterfüllung einer dokumentierten Anforderung,NIL,NIL
1212,SUPPLIER MANAGEMENT,Was ist der Zweck von Punkt 7.2 (Kundenbezogene Prozesse) der ISO/TS 16949?,Kundenbedürfnisse identifizieren und überprüfen,Ein Prozess zur Angebotserstellung,Richtige Aufbewahrung von Einkaufsdokumenten,Keines der Vorstehenden,NIL,NIL,NIL,NIL,NIL,NIL,Kundenbedürfnisse identifizieren und überprüfen,NIL,NIL
1213,SUPPLIER MANAGEMENT,Ein fehlerhaftes Produkt kann folgenden Verwendungen zugeführt werden:,Altreifen,Reparatur,Abnahme im Istzustand,Alle Optionen sind richtig,NIL,NIL,NIL,NIL,NIL,NIL,Alle Optionen sind richtig,NIL,NIL
1214,SUPPLIER MANAGEMENT,Wie viele PPAP-Ebenen gibt es?,2,5,16,4,NIL,NIL,NIL,NIL,NIL,NIL,5,NIL,NIL
1215,SUPPLIER MANAGEMENT,Wann ist dem Kunden ein PPAP vorzulegen?,Wann immer der Kunde es verlangt,Bei einem neuen/geänderten Produkt,Bei einer Änderung im Fertigungsverfahren,Alle obigen Punkte,NIL,NIL,NIL,NIL,NIL,NIL,Alle obigen Punkte,NIL,NIL
1216,SUPPLIER MANAGEMENT,Welches Dokument gehört nicht zur PPAP-Akte?,DFMEA,MSA,Vertrag,Kompetenz,NIL,NIL,NIL,NIL,NIL,NIL,Vertrag,NIL,NIL
1217,SUPPLIER MANAGEMENT,Müssen alle im Kontrollplan genannten Kontrollen der FMEA entsprechen?,Ja,Nein,Manchmal,Alles Vorstehende,NIL,NIL,NIL,NIL,NIL,NIL,Ja,NIL,NIL
1218,SUPPLIER MANAGEMENT,Ein Sicherheitsmerkmal hat den „Schweregrad“:,4 oder 5,9 oder 10,Keine Einstufung erforderlich,Abhängig von den QM-Verfahren,NIL,NIL,NIL,NIL,NIL,NIL,9 oder 10,NIL,NIL
1219,SUPPLIER MANAGEMENT,Wann gilt ein Prozess als fähig?,Wenn CPk größer als 1,Wenn CPk kleiner als 1,Bei CP größer 1,Keines der Vorstehenden,NIL,NIL,NIL,NIL,NIL,NIL,Bei CP größer 1,NIL,NIL
1220,SUPPLIER MANAGEMENT,Was bedeutet MSA?,Messsystemanalyse,Much Scrap Accepted,Mystic Science Academy,Keines der Vorstehenden,NIL,NIL,NIL,NIL,NIL,NIL,Messsystemanalyse,NIL,NIL
1221,SUPPLIER MANAGEMENT,Was bedeutet APQP?,Anonymous Perception of Quality Progress,Advanced Product Quality Planning (APQP),Awareness of People Question Program,Keines der Vorstehenden,NIL,NIL,NIL,NIL,NIL,NIL,Advanced Product Quality Planning (APQP),NIL,NIL
1222,SUPPLIER MANAGEMENT,"Korrekturmaßnahmen werden getroffen, um:",Wiederauftreten einer Nichtkonformität verhindern,Ein fehlerhaftes Produkt zu korrigieren,Potenzielle Nichtkonformitäten zu verhindern,Alles Vorstehende,NIL,NIL,NIL,NIL,NIL,NIL,Wiederauftreten einer Nichtkonformität verhindern,NIL,NIL
1223,SUPPLIER MANAGEMENT,Bei einer Kundenbeanstandung ist eine FMEA-Überarbeitung erforderlich.,1,0,Nur wenn der Kunde es verlangt,Nach dem Ermessen des Unternehmens,NIL,NIL,NIL,NIL,NIL,NIL,1,NIL,NIL
1224,SUPPLIER MANAGEMENT,Ein Zertifikat nach ISO/TS 16949 gilt für:,3 Jahre,5 Jahre,1 Jahr,"2,5 Jahre",NIL,NIL,NIL,NIL,NIL,NIL,3 Jahre,NIL,NIL
1225,SUPPLIER MANAGEMENT,Wofür steht „RPN“ in der FMEA?,Risk Prior Notification,Resources Planning Needs (Ressourcenplanungsbedarf),Risikoprioritätszahl,Keines der Vorstehenden,NIL,NIL,NIL,NIL,NIL,NIL,Risikoprioritätszahl,NIL,NIL
1226,SUPPLIER MANAGEMENT,Wofür steht TSL?,Total Scrap Level,Beschriftung der Reifenseitenwand,The Sunshine Laundry,Altreifen Stufe,NIL,NIL,NIL,NIL,NIL,NIL,Beschriftung der Reifenseitenwand,NIL,NIL
1227,SUPPLIER MANAGEMENT,Die Effektivität jeder Korrekturmaßnahme muss verifiziert werden.,1,0,Nur wenn es der Kunde verlangt,Abhängig von der Schwere der Nichtkonformität,NIL,NIL,NIL,NIL,NIL,NIL,1,NIL,NIL
1228,SUPPLIER MANAGEMENT,Was gehört zur MSA?,Systematische Messabweichung (Bias),Linearität,Stabilität,Alles Vorstehende,NIL,NIL,NIL,NIL,NIL,NIL,Alles Vorstehende,NIL,NIL
1229,SUPPLIER MANAGEMENT,Eine R&R-Studie bewertet den Einfluss von:,Bedienern,Messmitteln ,Beides,Keines der Vorstehenden,NIL,NIL,NIL,NIL,NIL,NIL,Beides,NIL,NIL
1230,SUPPLIER MANAGEMENT,Hauptziel eines Qualitätssystemaudits ist:,Die Identifizierung von Nichtkonformitäten,Die Schulung von Auditoren,Verständnis des Qualitätssystems,Keines der Vorstehenden,NIL,NIL,NIL,NIL,NIL,NIL,Keines der Vorstehenden,NIL,NIL
1231,SUPPLIER MANAGEMENT,Was ist für einen Auditor nicht notwendig?,Faires Urteil,Integrität,Charisma,Alles Vorstehende ist notwendig,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
1232,SUPPLIER MANAGEMENT,Was ist das „Produkt“ eines QMS-Audits?,Eindeutiger und vollständiger Auditbericht,Korrekturmaßnahmen,Erfasste Nichtkonformitäten und Nachweise,Keines der Vorstehenden,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
1233,SUPPLIER MANAGEMENT,Welchen Zweck hat die Methode der „strukturierten Problemlösung“?,"Ein Problem identifizieren, korrigieren und eliminieren",Die innere Kontrolle verbessern,Die Beziehungen zu den Kunden verbessern,Bessere Preisgestaltung,NIL,NIL,NIL,NIL,NIL,NIL,"Ein Problem identifizieren, korrigieren und eliminieren",NIL,NIL
1234,SUPPLIER MANAGEMENT,Was bedeutet CEMS im Bezug auf den Konzern?,Continental Environment Management System,Continental Entity Management System,Continental Efficiency Management System,Controlling Entity Management System,NIL,NIL,NIL,NIL,NIL,NIL,Continental Entity Management System,NIL,NIL
1235,SUPPLIER MANAGEMENT,Was bedeutet OCM im Bezug auf den Konzern?,Organizational Change Management,Organizational Customer Management,Original Customer Management,Original Change Management,NIL,NIL,NIL,NIL,NIL,NIL,Organizational Change Management,NIL,NIL
1236,SUPPLIER MANAGEMENT,Die Auswirkungen des Qualitätsmanagements der Reifendivision beinhalten Folgendes nicht:,Versand,Entwicklung,Produktion und Verwaltungsprozess oder technische Systeme ,Bereiche der Umweltleistung,NIL,NIL,NIL,NIL,NIL,NIL,Versand,NIL,NIL
1237,SUPPLIER MANAGEMENT,Wie viele Projekte sind im „The Quality First“-Verbesserungsprogramm enthalten?,0,1,100,19,NIL,NIL,NIL,NIL,NIL,NIL,19,NIL,NIL
1238,SUPPLIER MANAGEMENT,"... ist ein einzigartiges Markenversprechen, das ein Bewusstsein für Continental als Reifenmarke mit „führender Technologie“ schafft.",Upgrade your Life,Upgrade your Car,Optimieren Sie Ihre Fahrt,Upgrade your Tire,NIL,NIL,NIL,NIL,NIL,NIL,Optimieren Sie Ihre Fahrt,NIL,NIL
1239,SUPPLIER MANAGEMENT,Was ist – in Bezug auf das gesamte Unternehmen – die erste Klasse der Conti-Regeln?,Divisionsregel,Konzernregel,?BOC?Marktregel,Business-Unit-Regel,NIL,NIL,NIL,NIL,NIL,NIL,Konzernregel,NIL,NIL
1240,SUPPLIER MANAGEMENT,Was ist – in Bezug auf das gesamte Unternehmen – nicht die zweite Klasse der Conti-Regeln?,Divisionsregel,Divisionsübergreifende Regel,?BOC?Marktregel,Business-Unit-Regel,NIL,NIL,NIL,NIL,NIL,NIL,Business-Unit-Regel,NIL,NIL
1241,SUPPLIER MANAGEMENT,Was ist – in Bezug auf das gesamte Unternehmen – die dritte Klasse der Conti-Regeln?,Divisionsregel,Divisionsübergreifende Regel,?BOC?Marktregel,Business-Unit-Regel,NIL,NIL,NIL,NIL,NIL,NIL,Business-Unit-Regel,NIL,NIL
1242,SUPPLIER MANAGEMENT,Was ist – in Bezug auf das gesamte Unternehmen – nicht in den vier Kerninitiativen enthalten?,Balance of Cooperation,Quality First,Cultural Development,Service First,NIL,NIL,NIL,NIL,NIL,NIL,Service First,NIL,NIL
1243,SUPPLIER MANAGEMENT,Müssen Messgeräte nach messprozessrelevanten Parametern kalibriert werden?,Das hängt von der Kapazität des Messlabors ab,Das hängt von der Entscheidung der QM-Abteilung des Werkes ab,Die Messgeräte müssen kalibriert sein,Die Kalibrierung wird empfohlen,NIL,NIL,NIL,NIL,NIL,NIL,Die Messgeräte müssen kalibriert sein,NIL,NIL
1244,SUPPLIER MANAGEMENT,Können beliebige Rohmaterialien für die Mischungsherstellung verwendet werden?,"Ja, sie werden vom Bediener kontrolliert","Ja, aber der Vorgesetzte des Bedieners muss das Material per Hand beschriften","Nein, nur wenn die Verwendung genehmigt ist","Nein, nur identifiziertes und freigegebenes Material",NIL,NIL,NIL,NIL,NIL,NIL,"Nein, nur identifiziertes und freigegebenes Material",NIL,NIL
1245,SUPPLIER MANAGEMENT,Gibt es für Vormaterial eine begrenzte Haltbarkeit?,"Nein, es kann verwendet werden, so lange der Vorrat reicht","Nein, aber wenn es nicht mehr gut aussieht, sollte es nicht mehr verwendet werden","Ja, für jedes Vormaterial wird ein Ablaufdatum definiert","Ja, wenn auf dem Vormaterial ein schriftlicher Hinweis ist",NIL,NIL,NIL,NIL,NIL,NIL,"Ja, für jedes Vormaterial wird ein Ablaufdatum definiert",NIL,NIL
1246,SUPPLIER MANAGEMENT,"Wenn ein Messgerät kalibriert ist, ist zwischen den Kalibrierintervallen keine Funktionsprüfung notwendig.","Eine Funktionsprüfung muss erfolgen, wenn die Kalibrierung überfällig ist.","Funktionsprüfungen müssen durchgeführt werden um festzustellen, wenn ein Messgerät beschädigt ist.","Eine Funktionsprüfung ist nicht notwendig, weil das Gerät kalibriert ist.","Wenn Funktionsprüfungen durchgeführt werden, ist keine Kalibrierung erforderlich.",NIL,NIL,NIL,NIL,NIL,NIL,"Funktionsprüfungen müssen durchgeführt werden um festzustellen, wenn ein Messgerät beschädigt ist.",NIL,NIL
1247,SUPPLIER MANAGEMENT,Mischungen müssen mit einem Kennzeichnungsschild und einem Aufdruck auf der Mischungsplatte gekennzeichnet werden.,Ein Kennzeichnungsschild ist ausreichend.,Nur der Aufdruck auf der Mischungsplatte ist erforderlich.,Beide Identifizierungsmethoden müssen angewandt werden,Eine Kennzeichnung der Mischungen ist nur für unerfahrene Bediener notwendig.,NIL,NIL,NIL,NIL,NIL,NIL,Beide Identifizierungsmethoden müssen angewandt werden,NIL,NIL
1248,SUPPLIER MANAGEMENT,Wie werden Mischungen nach dem letzten Produktionsschritt freigegeben?,Die Mischungen werden nach einer Sichtprüfung freigegeben.,Eine Freigabe der Mischungen ist nicht erforderlich.,Bei jedem Produktionslauf werden die physikalischen Eigenschaften der Mischung geprüft.,Jede Einzelcharge eines Produktionslaufs muss einem Rheometerversuch unterzogen werden.,NIL,NIL,NIL,NIL,NIL,NIL,Jede Einzelcharge eines Produktionslaufs muss einem Rheometerversuch unterzogen werden.,NIL,NIL
1249,SUPPLIER MANAGEMENT,Die Sollwerte der Mischungseigenschaften werden vom zentralen QM vorgegeben,Die Sollwerte der Eigenschaften werden von der F&E-Abteilung vorgegeben,Die Sollwerte der Eigenschaften werden von der F&E-Abteilung und der Mischungsindustrialisierung des Werkes vorgegeben,Die Sollwerte der Mischungseigenschaften werden vom zentralen QM vorgegeben,Die Sollwerte der Mischungseigenschaften werden von der zentralen Fertigung und dem zentralen QM vorgegeben,NIL,NIL,NIL,NIL,NIL,NIL,Die Sollwerte der Mischungseigenschaften werden von der zentralen Fertigung und dem zentralen QM vorgegeben,NIL,NIL
1250,SUPPLIER MANAGEMENT,Welchen Zweck hat eine Lieferantenbewertung?,Prüfung eines bestehenden/bekannten Lieferantenstandorts,Zur Zulassung potenzieller neuer Lieferantenstandorte,Gleicher Zweck wie ein Lieferantenaudit,Regelmäßige Besichtigung des Lieferantenstandorts,NIL,NIL,NIL,NIL,NIL,NIL,Zur Zulassung potenzieller neuer Lieferantenstandorte,NIL,NIL
1251,SUPPLIER MANAGEMENT,Welchen Zweck hat ein Lieferantenaudit?,Technische Besichtigung eines Lieferantenstandorts,Überprüfung der Produktqualität eines Lieferanten,Überprüfung der Produktionsprozesse eines Lieferanten ,Alle drei,NIL,NIL,NIL,NIL,NIL,NIL,Alle drei,NIL,NIL
1252,SUPPLIER MANAGEMENT,Was ist ein CoA?,Certificate of Approval (Zulassungsbescheinigung),Center of Analysis (Analysezentrum),Analysenzertifikat,Center of Approval (Zulassungszentrum),NIL,NIL,NIL,NIL,NIL,NIL,Analysenzertifikat,NIL,NIL
1253,SUPPLIER MANAGEMENT,Was ist eine Vormaterialspezifikation?,Eine Liste der verwendeten Mischungsbestandteile,Eine Liste der gewünschten Eigenschaften,Eine Liste erforderlicher Eigenschaften,Eine Liste möglicher Anwendungen des Materials,NIL,NIL,NIL,NIL,NIL,NIL,Eine Liste erforderlicher Eigenschaften,NIL,NIL
1254,SUPPLIER MANAGEMENT,Was ist ein Kontrollplan?,Eine Standortübersicht für die Zugangskontrolle,Eine Liste der Produktkontrollen,Eine Liste der Prozesskontrollen,Eine Liste der Produkt- und Prozessprüfungen,NIL,NIL,NIL,NIL,NIL,NIL,Eine Liste der Produkt- und Prozessprüfungen,NIL,NIL
1255,SUPPLIER MANAGEMENT,Was ist eine Gegenprobe (Cross-Check) von Vormaterialien?,Vergleich von 2 Mustern in 1 Labor,Vergleich desselben Musters in 2 Laboren ,Vergleich von 2 Mustern in 2 Laboren,Messwertvergleich mit CoA-Daten,NIL,NIL,NIL,NIL,NIL,NIL,Vergleich desselben Musters in 2 Laboren ,NIL,NIL
1256,SUPPLIER MANAGEMENT,Was ist eine Gegenprüfung (Counter-Check) von Vormaterialien?,Vergleich von 2 Mustern in 1 Labor,Vergleich desselben Musters in 2 Laboren ,Vergleich von 2 Mustern in 2 Laboren,Messwertvergleich mit CoA-Daten,NIL,NIL,NIL,NIL,NIL,NIL,Messwertvergleich mit CoA-Daten,NIL,NIL
1257,SUPPLIER MANAGEMENT,Was ist eine Funktionsprüfung von Laborprüfgeräten?,Eine jährliche Kalibrierung von Prüfgeräten,Eine monatliche Kalibrierung von Prüfgeräten,Eine regelmäßige Validierung des Ausrüstungsstatus,Regelmäßige Kontrolle der Ein-/Aus-Funktion,NIL,NIL,NIL,NIL,NIL,NIL,Eine regelmäßige Validierung des Ausrüstungsstatus,NIL,NIL
1258,SUPPLIER MANAGEMENT,Wer bewertet und gibt Prüfgeräte für Vormaterial und Mischungen frei?,Material & Simulative Evaluation Depart. (Abt. Material- und simulative Bewertung),Messtechnikabteilung des Werkes,Central Investment Purchasing,Engineering-Abteilung des Werkes,NIL,NIL,NIL,NIL,NIL,NIL,Material & Simulative Evaluation Depart. (Abt. Material- und simulative Bewertung),NIL,NIL
1259,SUPPLIER MANAGEMENT,Welche Zertifikate werden von Lieferanten mindestens verlangt?,ISO TS 16949,ISO 9001 und ISO 14001,ISO 9001,ISO 50001,NIL,NIL,NIL,NIL,NIL,NIL,ISO 9001,NIL,NIL
1260,SUPPLIER MANAGEMENT,Was ist ein dynamischer Testplan?,Test dynamischer Eigenschaften,Anpassung der Testhäufigkeit,Test dynamischer Materialien,Flexibler Testplan,NIL,NIL,NIL,NIL,NIL,NIL,Anpassung der Testhäufigkeit,NIL,NIL
1261,SUPPLIER MANAGEMENT,Was bedeutet VDA?,Virtual Dynamic Analysis,Verband der Deutschen Automobilindustrie,Verein Deutscher Automobilbauer,Verification and Decision Analysis,NIL,NIL,NIL,NIL,NIL,NIL,Verband der Deutschen Automobilindustrie,NIL,NIL
1262,SUPPLIER MANAGEMENT,Was bedeutet „C-Eigenschaft“ in einer Vormaterialspezifikation?,Kundeneigenschaft,Klassifizierte Eigenschaft,Kritische Eigenschaft,Im CoA zu meldende Eigenschaft,NIL,NIL,NIL,NIL,NIL,NIL,Im CoA zu meldende Eigenschaft,NIL,NIL
1263,SUPPLIER MANAGEMENT,Wo werden die Dokumente für das Lieferantenqualitätsmanagement Reifen gespeichert?,SharePoint,Server für vertrauliche Dateien,PoMS,SAP-QM,NIL,NIL,NIL,NIL,NIL,NIL,PoMS,NIL,NIL
1264,SUPPLIER MANAGEMENT,Was sind interne Lieferanten?,Lieferanten / Werk innerhalb der Rubber Group,Werksinterne Lieferungen,Internationale Lieferanten,"Alle Lieferanten, die an Conti liefern",NIL,NIL,NIL,NIL,NIL,NIL,Lieferanten / Werk innerhalb der Rubber Group,NIL,NIL
1265,SUPPLIER MANAGEMENT,Was sind lokale Lieferanten?,Lieferanten aus dem jeweiligen Land,Vom Konzerneinkauf beauftragte Lieferanten,Vom lokalen Einkauf unter Vertrag genommene Lieferanten,Lieferanten vom selben Standort,NIL,NIL,NIL,NIL,NIL,NIL,Vom lokalen Einkauf unter Vertrag genommene Lieferanten,NIL,NIL
1266,SUPPLIER MANAGEMENT,Was sind Materialien der Klasse A?,Materialfreigabe setzt zusätzliche / Reifenprüfungen voraus,Die besten der besten Materialien,Materialien von Lieferanten der Klasse A,Materialien für Probeläufe,NIL,NIL,NIL,NIL,NIL,NIL,Materialfreigabe setzt zusätzliche / Reifenprüfungen voraus,NIL,NIL
1267,SUPPLIER MANAGEMENT,In welchem Tool werden Lieferantenbeanstandungen erzeugt?,PoMS,SAP-QM,GUTS,COMsys,NIL,NIL,NIL,NIL,NIL,NIL,SAP-QM,NIL,NIL
1268,SUPPLIER MANAGEMENT,Was ist eine angemessene Reaktion bei Lieferungen von fehlerhaftem Material?,Einkauf kontaktieren,Material sperren und eine Reklamation ausstellen,Material an den Lieferanten zurücksenden,Wütend werden,NIL,NIL,NIL,NIL,NIL,NIL,Material sperren und eine Reklamation ausstellen,NIL,NIL
1269,SUPPLIER MANAGEMENT,Was ist eine QAA?,Quantity Assurance Agreement (Mengensicherungsvereinbarung),Fragen und Antworten,Quality Analysis Action (Qualitätsanalysemaßnahme),Qualitätssicherungsvereinbarung,NIL,NIL,NIL,NIL,NIL,NIL,Qualitätssicherungsvereinbarung,NIL,NIL
1270,SUPPLIER MANAGEMENT,In welchem Dokument sind Continentals Anforderungen für Lieferanten aufgeführt?,Spezifikation für Rohmaterial,Lieferanten-Verhaltenskodex,Handbuch für Lieferantenanforderungen,Alles,NIL,NIL,NIL,NIL,NIL,NIL,Alles,NIL,NIL
1271,SUPPLIER MANAGEMENT,Wo werden die Tests eingehenden Vormaterials ausgeführt?,Im Labor,Im Kontrollraum,Im Lager,In der Endbearbeitung,NIL,NIL,NIL,NIL,NIL,NIL,Im Labor,NIL,NIL
1272,SUPPLIER MANAGEMENT,Welche Prüfungen werden im Labor durchgeführt?,Vulkanisationsdauer,Physikalische Eigenschaften,Viskosität,Alle Antworten sind richtig,NIL,NIL,NIL,NIL,NIL,NIL,Alle Antworten sind richtig,NIL,NIL
1273,SUPPLIER MANAGEMENT,"Wann wissen Sie, ob ein Produkt in Ordnung ist oder nicht?",Vor der Prüfung,Nach der Prüfung,Wenn die Bauteile schwarz sind,Während des Prüfprozesses,NIL,NIL,NIL,NIL,NIL,NIL,Nach der Prüfung,NIL,NIL
1274,SUPPLIER MANAGEMENT,Kontrollieren Sie den Lkw vor dem Entladen,Ja,Hin und wieder,Nein,eher weniger,NIL,NIL,NIL,NIL,NIL,NIL,Ja,NIL,NIL
1275,SUPPLIER MANAGEMENT,Kontrollieren Sie die Transportpapiere vor dem Entladen,Ja,Hin und wieder,Nein,eher weniger,NIL,NIL,NIL,NIL,NIL,NIL,Ja,NIL,NIL
1276,SUPPLIER MANAGEMENT,Kontrollieren Sie die Versiegelung des Lkws vor dem Entladen,Ja,Hin und wieder,Nein,eher weniger,NIL,NIL,NIL,NIL,NIL,NIL,Ja,NIL,NIL
1277,SUPPLIER MANAGEMENT,Kontrollieren Sie die Transportpapiere vor dem Entladen,Ja,Hin und wieder,Nein,eher weniger,NIL,NIL,NIL,NIL,NIL,NIL,Ja,NIL,NIL
1278,SUPPLIER MANAGEMENT,Kontrollieren Sie die Verpackung von Rohmaterialien vor dem Entladen,Ja,Hin und wieder,Nein,eher weniger,NIL,NIL,NIL,NIL,NIL,NIL,Ja,NIL,NIL
1279,SUPPLIER MANAGEMENT,Wann kontrollieren Sie das Ablaufdatum von Material,Vor dem Verladen,Beim Entladen,Nie,Wenn ich Zeit habe,NIL,NIL,NIL,NIL,NIL,NIL,Vor dem Verladen,NIL,NIL
1280,SUPPLIER MANAGEMENT,Wann kontrollieren Sie das Ablaufdatum von Material,Vor dem Verladen,Beim Entladen,Nie,Wenn ich Zeit habe,NIL,NIL,NIL,NIL,NIL,NIL,Vor dem Verladen,NIL,NIL
1281,SUPPLIER MANAGEMENT,Wann kontrollieren Sie die Etiketten von Materialien,Vor dem Verladen,Beim Entladen,Nie,Wenn ich Zeit habe,NIL,NIL,NIL,NIL,NIL,NIL,Vor dem Verladen,NIL,NIL
1282,SUPPLIER MANAGEMENT,Kontrollieren Sie die Transportpapiere vor dem Entladen,Ja,Hin und wieder,Nein,eher weniger,NIL,NIL,NIL,NIL,NIL,NIL,Ja,NIL,NIL
1283,SUPPLIER MANAGEMENT,Von wem erhalten Sie grüne Etiketten ,QM-Verantwortlicher,Schichtleiter,Ich erstelle sie selbst,Areamanager,NIL,NIL,NIL,NIL,NIL,NIL,QM-Verantwortlicher,NIL,NIL
1284,SUPPLIER MANAGEMENT,Ruß wird entladen,Erst nach der Prüfung,Vor der Prüfung,Spielt keine Rolle,Wenn ich Zeit habe,NIL,NIL,NIL,NIL,NIL,NIL,Erst nach der Prüfung,NIL,NIL
1285,SUPPLIER MANAGEMENT,"Was tun Sie, wenn Sie eine Nichtkonformität feststellen",Vorgesetzten informieren,Nichts,Ruf 112,Abhängig von der Situation,NIL,NIL,NIL,NIL,NIL,NIL,Vorgesetzten informieren,NIL,NIL
1286,SUPPLIER MANAGEMENT,Maschinen werden übernommen,Bei Schichtbeginn,Bei Schichtende,Mitten in der Schicht,Keine,NIL,NIL,NIL,NIL,NIL,NIL,Bei Schichtbeginn,NIL,NIL
1287,SUPPLIER MANAGEMENT,Maschinenübernahme wird geprüft,Bei Schichtbeginn,Bei Schichtende,Mitten in der Schicht,Keine,NIL,NIL,NIL,NIL,NIL,NIL,Bei Schichtbeginn,NIL,NIL
1288,SUPPLIER MANAGEMENT,Verfolgbarkeitsprotokoll wird ausgefüllt ,"Jedes Mal, wenn wir ein Material ändern",Bei Schichtbeginn,Bei Schichtende,Hin und wieder,NIL,NIL,NIL,NIL,NIL,NIL,"Jedes Mal, wenn wir ein Material ändern",NIL,NIL
1289,SUPPLIER MANAGEMENT,Kontrollieren Sie den Lkw vor dem Entladen,Ja,Hin und wieder,Nein,eher weniger,NIL,NIL,NIL,NIL,NIL,NIL,Ja,NIL,NIL
1290,SUPPLIER MANAGEMENT,Was bedeutet FM,Final Mix (Endgültige Mischung),Failure Mode (Fehlermöglichkeit),Finished Mix (Fertigmischung),Nichts,NIL,NIL,NIL,NIL,NIL,NIL,Final Mix (Endgültige Mischung),NIL,NIL
1291,SUPPLIER MANAGEMENT,Was bedeutet MB,Masterbatch,"Master bound (Master, gebunden)",Mother batch (Muttercharge),Nichts,NIL,NIL,NIL,NIL,NIL,NIL,Masterbatch,NIL,NIL
1292,SUPPLIER MANAGEMENT,Was bedeutet CB,Ruß,"Carbon Bound (Kohlenstoff, gebunden)",Carbon Batch (Kohlenstoffcharge),Nichts,NIL,NIL,NIL,NIL,NIL,NIL,Ruß,NIL,NIL
1293,SUPPLIER MANAGEMENT,MDR ist,Testing equipment,Mischmaschine,Extrusionsmaschine,Chemisches Material,NIL,NIL,NIL,NIL,NIL,NIL,Testing equipment,NIL,NIL
1294,SUPPLIER MANAGEMENT,Ein TCU zeigt,Temperatur,Feuchtigkeit,Gewicht,Länge,NIL,NIL,NIL,NIL,NIL,NIL,Temperatur,NIL,NIL
1295,SUPPLIER MANAGEMENT,Ein MRD zeigt,Vulkanisationsdauer,Wettervorhersage,Gewicht,Länge,NIL,NIL,NIL,NIL,NIL,NIL,Vulkanisationsdauer,NIL,NIL
